genes	orthology
YHR206W	Single-Core
YPL152W	Single-Core
YJR149W	Single-Core
YDR116C	Single-Core
YJR096W	Single-Core
YNL229C	Single-Core
YDR177W	Single-Core
YDR126W	Single-Core
YKL084W	Single-Core
YMR161W	Single-Core
YIR012W	Single-Core
YLL048C	Single-Core
YDR297W	Single-Core
YPR125W	Single-Core
YDL159W	Single-Core
YLL057C	Single-Core
YOR165W	Single-Core
YMR055C	Single-Core
YOR017W	Single-Core
YNL181W	Single-Core
YNL192W	Single-Core
YBL011W	Single-Core
YNR032W	Single-Core
YDL146W	Single-Core
YLR361C	Single-Core
YJL095W	Single-Core
YGL037C	Single-Core
YMR171C	Single-Core
YDR313C	Single-Core
YMR166C	Single-Core
YLR290C	Single-Core
YDR400W	Single-Core
YKL034W	Single-Core
YBR287W	Single-Core
YOL147C	Single-Core
YLR439W	Single-Core
YLR417W	Single-Core
YGR012W	Single-Core
YHR098C	Single-Core
YLR077W	Single-Core
YJR062C	Single-Core
YBR038W	Single-Core
YHR032W	Single-Core
YOL066C	Single-Core
YLR006C	Single-Core
YPL072W	Single-Core
YER065C	Single-Core
YLR427W	Single-Core
YKL069W	Single-Core
YML014W	Single-Core
YDR074W	Single-Core
YHR104W	Single-Core
YPL126W	Single-Core
YHR100C	Single-Core
YFR037C	Single-Core
YPR011C	Single-Core
YHR183W	Single-Core
YDR525W-A	Single-Core
YOL087C	Single-Core
YOR320C	Single-Core
YPR152C	Single-Core
YKR092C	Single-Core
YML008C	Single-Core
YER091C	Single-Core
YOL064C	Single-Core
YPR128C	Single-Core
YMR041C	Single-Core
YER055C	Single-Core
YJR016C	Single-Core
YLR355C	Single-Core
YDR173C	Single-Core
YMR062C	Single-Core
YGL225W	Single-Core
YJR137C	Single-Core
YER052C	Single-Core
YKR050W	Single-Core
YOL140W	Single-Core
YDR502C	Single-Core
YGL026C	Single-Core
YKR069W	Single-Core
YHR154W	Single-Core
YDR158W	Single-Core
YGR286C	Single-Core
YKL060C	Single-Core
YBR072W	Single-Core
YDR354W	Single-Core
YOR202W	Single-Core
YJR109C	Single-Core
YCL030C	Single-Core
YIL116W	Single-Core
YCR068W	Single-Core
YMR108W	Single-Core
YDR237W	Single-Core
YNL032W	Single-Core
YMR068W	Single-Core
YFR021W	Single-Core
YDR353W	Single-Core
YGL078C	Single-Core
YJR139C	Single-Core
YOR025W	Single-Core
YBR256C	Single-Core
YDR468C	Single-Core
YDR245W	Single-Core
YGL198W	Single-Core
YJR143C	Single-Core
YLR285W	Single-Core
YBR282W	Single-Core
YDL001W	Single-Core
YLR393W	Single-Core
YLR420W	Single-Core
YER090W	Single-Core
YFL028C	Single-Core
YGR271C-A	Single-Core
YGR282C	Single-Core
YCL039W	Single-Core
YJL012C	Single-Core
YKL211C	Single-Core
YDR191W	Single-Core
YGL008C	Single-Core
YDL128W	Single-Core
YHR038W	Single-Core
YMR140W	Single-Core
YFL016C	Single-Core
YOR370C	Single-Core
YPR062W	Single-Core
YKL150W	Single-Core
YHR039C	Single-Core
YBR289W	Single-Core
YOR283W	Single-Core
YBR248C	Single-Core
YPR003C	Single-Core
YDR032C	Single-Core
YIL096C	Single-Core
YML064C	Single-Core
YNL224C	Single-Core
YGL212W	Single-Core
YGR215W	Single-Core
YNL152W	Single-Core
YNR037C	Single-Core
YGR149W	Single-Core
YGR170W	Single-Core
YMR099C	Single-Core
YOL143C	Single-Core
YHR134W	Single-Core
YMR038C	Single-Core
YCL009C	Single-Core
YJR010W	Single-Core
YDL065C	Single-Core
YJL096W	Single-Core
YJR095W	Single-Core
YOR197W	Single-Core
YMR155W	Single-Core
YLR015W	Single-Core
YGL009C	Single-Core
YMR188C	Single-Core
YDR487C	Single-Core
YBR281C	Single-Core
YKL206C	Single-Core
YGL059W	Single-Core
YDL054C	Single-Core
YJR052W	Single-Core
YLR137W	Single-Core
YJL218W	Single-Core
YIL020C	Single-Core
YLL035W	Single-Core
YHR009C	Single-Core
YOR292C	Single-Core
YNL316C	Single-Core
YCL018W	Single-Core
YOR303W	Single-Core
YPL128C	Single-Core
YNR033W	Single-Core
YBR153W	Single-Core
YGL252C	Single-Core
YDR291W	Single-Core
YNL256W	Single-Core
YEL055C	Single-Core
YPL115C	Single-Core
YER142C	Single-Core
YNL011C	Single-Core
YKR043C	Single-Core
YOR253W	Single-Core
YNL142W	Single-Core
YHR147C	Single-Core
YDL095W	Single-Core
YNL137C	Single-Core
YLR220W	Single-Core
YGL140C	Single-Core
YJR142W	Single-Core
YDR007W	Single-Core
YKL170W	Single-Core
YDL183C	Single-Core
YDL076C	Single-Core
YBR271W	Single-Core
YDL111C	Single-Core
YDR414C	Single-Core
YGR144W	Single-Core
YDR041W	Single-Core
YMR250W	Single-Core
YMR283C	Single-Core
YNL231C	Single-Core
YIL010W	Single-Core
YOR131C	Single-Core
YNL081C	Single-Core
YLR115W	Single-Core
YMR262W	Single-Core
YGL085W	Single-Core
YBL038W	Single-Core
YBR030W	Single-Core
YFL004W	Single-Core
YBR176W	Single-Core
YMR287C	Single-Core
YJR055W	Single-Core
YPL155C	Single-Core
YPR060C	Single-Core
YGL114W	Single-Core
YML050W	Single-Core
YKR024C	Single-Core
YLR286C	Single-Core
YBL032W	Single-Core
YDR175C	Single-Core
YJR113C	Single-Core
YBR126C	Single-Core
YIL145C	Single-Core
YCL010C	Single-Core
YJL092W	Single-Core
YPR155C	Single-Core
YOR380W	Single-Core
YPR007C	Single-Core
YOL061W	Single-Core
YMR021C	Single-Core
YOR191W	Single-Core
YLR256W	Single-Core
YDR034C	Single-Core
YGL126W	Single-Core
YGL250W	Single-Core
YJL081C	Single-Core
YIL154C	Single-Core
YKL073W	Single-Core
YHR178W	Single-Core
YNR051C	Single-Core
YLR073C	Single-Core
YGR053C	Single-Core
YNL073W	Single-Core
YKL055C	Single-Core
YGR225W	Single-Core
YLR303W	Single-Core
YDL198C	Single-Core
YHR071W	Single-Core
YLR419W	Single-Core
YBR249C	Single-Core
YIL039W	Single-Core
YOR130C	Single-Core
YGL131C	Single-Core
YHR082C	Single-Core
YPL231W	Single-Core
YKL182W	Single-Core
YFL033C	Single-Core
YHL024W	Single-Core
YBR162C	Single-Core
YBR106W	Single-Core
YCR008W	Single-Core
YPL265W	Single-Core
YLR149C	Single-Core
YGL012W	Single-Core
YNL321W	Single-Core
YBR239C	Single-Core
YOR348C	Single-Core
YLR326W	Single-Core
YPR022C	Single-Core
YDR169C	Single-Core
YGR230W	Single-Core
YBL034C	Single-Core
YOR075W	Single-Core
YDL035C	Single-Core
YHR142W	Single-Core
YHR063C	Single-Core
YHR202W	Single-Core
YCR060W	Single-Core
YGL184C	Single-Core
YCR079W	Single-Core
YDL212W	Single-Core
YFR030W	Single-Core
YKL128C	Single-Core
YJR144W	Single-Core
YPL184C	Single-Core
YKL006C-A	Single-Core
YKL188C	Single-Core
YLR345W	Single-Core
YBR151W	Single-Core
YGR268C	Single-Core
YJR101W	Single-Core
YIL101C	Single-Core
YNL014W	Single-Core
YML076C	Single-Core
YGR088W	Single-Core
YIL107C	Single-Core
YHR191C	Single-Core
YBL051C	Single-Core
YFR016C	Single-Core
YNL091W	Single-Core
YOR223W	Single-Core
YBR215W	Single-Core
YER026C	Single-Core
YGR281W	Single-Core
YPR049C	Single-Core
YOR311C	Single-Core
YAL039C	Single-Core
YDR100W	Single-Core
YDL139C	Single-Core
YLR309C	Single-Core
YNL217W	Single-Core
YOR155C	Single-Core
YOL078W	Single-Core
YKR080W	Single-Core
YLR047C	Single-Core
YBR115C	Single-Core
YKL070W	Single-Core
YKL089W	Single-Core
YHL028W	Single-Core
YMR280C	Single-Core
YLR182W	Single-Core
YCR028C-A	Single-Core
YLR278C	Single-Core
YAL013W	Single-Core
YML128C	Single-Core
YGL186C	Single-Core
YHR114W	Single-Core
YLR150W	Single-Core
YNR021W	Single-Core
YGL203C	Single-Core
YIL099W	Single-Core
YJL204C	Single-Core
YNL054W	Single-Core
YBR279W	Single-Core
YAR014C	Single-Core
YBR166C	Single-Core
YMR241W	Single-Core
YDL133W	Single-Core
YKR065C	Single-Core
YGL136C	Single-Core
YNL191W	Single-Core
YDR536W	Single-Core
YBR081C	Single-Core
YBR132C	Single-Core
YFL047W	Single-Core
YJL157C	Single-Core
YEL023C	Single-Core
YHR005C	Single-Core
YER145C	Single-Core
YFL010C	Single-Core
YCR084C	Single-Core
YPL153C	Single-Core
YOR113W	Single-Core
YDR035W	Single-Core
YNL277W	Single-Core
YFL026W	Single-Core
YML020W	Single-Core
YOR023C	Single-Core
YJL163C	Single-Core
YJL090C	Single-Core
YJR098C	Single-Core
YGR174C	Single-Core
YMR071C	Single-Core
YPL226W	Single-Core
YHR045W	Single-Core
YBR056W	Single-Core
YLR247C	Single-Core
YOR037W	Single-Core
YAL010C	Single-Core
YPR185W	Single-Core
YBR200W	Single-Core
YPR085C	Single-Core
YJL183W	Single-Core
YCL005W-A	Single-Core
YGR044C	Single-Core
YDR437W	Single-Core
YHR064C	Single-Core
YNL085W	Single-Core
YPR020W	Single-Core
YGL248W	Single-Core
YML099C	Single-Core
YBL086C	Single-Core
YOL051W	Single-Core
YJL020C	Single-Core
YBR156C	Single-Core
YOL138C	Single-Core
YNL083W	Single-Core
YDR016C	Single-Core
YPL092W	Single-Core
YDR421W	Single-Core
YDR322W	Single-Core
YKL162C	Single-Core
YIL094C	Single-Core
YBL060W	Single-Core
YFR041C	Single-Core
YAL024C	Single-Core
YDL063C	Single-Core
YIL041W	Single-Core
YHL023C	Single-Core
YMR268C	Single-Core
YOL009C	Single-Core
YMR033W	Single-Core
YMR311C	Single-Core
YLR452C	Single-Core
YDL020C	Single-Core
YLR187W	Single-Core
YKL051W	Single-Core
YDR479C	Single-Core
YDR176W	Single-Core
YER008C	Single-Core
YPL116W	Single-Core
YDR004W	Single-Core
YOL108C	Single-Core
YHR177W	Single-Core
YJR041C	Single-Core
YNR055C	Single-Core
YGR233C	Single-Core
YPL067C	Single-Core
YLL002W	Single-Core
YNL010W	Single-Core
YDR058C	Single-Core
YNL306W	Single-Core
YLR078C	Single-Core
YGR189C	Single-Core
YDR377W	Single-Core
YGL110C	Single-Core
YDR322C-A	Single-Core
YKL101W	Single-Core
YDR493W	Single-Core
YHR084W	Single-Core
YDR512C	Single-Core
YDR234W	Single-Core
YCR019W	Single-Core
YCL038C	Single-Core
YNL090W	Single-Core
YPR018W	Single-Core
YDR137W	Single-Core
YGL215W	Single-Core
YJR075W	Single-Core
YLR425W	Single-Core
YBR096W	Single-Core
YBR213W	Single-Core
YNL237W	Single-Core
YGL213C	Single-Core
YGR147C	Single-Core
YIL156W-B	Single-Core
YKL155C	Single-Core
YPR089W	Single-Core
YPR139C	Single-Core
YNR011C	Single-Core
YOL148C	Single-Core
YDR174W	Single-Core
YBR290W	Single-Core
YLR173W	Single-Core
YJL166W	Single-Core
YNL177C	Single-Core
YPR063C	Single-Core
YAL001C	Single-Core
YMR162C	Single-Core
YGR158C	Single-Core
YAL034W-A	Single-Core
YKR085C	Single-Core
YKL078W	Single-Core
YGR165W	Single-Core
YFL014W	Single-Core
YDR198C	Single-Core
YGR210C	Single-Core
YNL279W	Single-Core
YKL119C	Single-Core
YKL175W	Single-Core
YPL084W	Single-Core
YPL188W	Single-Core
YNL027W	Single-Core
YKL043W	Single-Core
YBR280C	Single-Core
YPR095C	Single-Core
YPR167C	Single-Core
YLR423C	Single-Core
YOR301W	Single-Core
YNL294C	Single-Core
YJR133W	Single-Core
YFL013C	Single-Core
YBL001C	Single-Core
YER002W	Single-Core
YDL122W	Single-Core
YDR121W	Single-Core
YIL134W	Single-Core
YDR161W	Single-Core
YLR330W	Single-Core
YDR393W	Single-Core
YDR166C	Single-Core
YER182W	Single-Core
YOR118W	Single-Core
YDL235C	Single-Core
YCR065W	Single-Core
YGR186W	Single-Core
YIR023W	Single-Core
YHR124W	Single-Core
YDL144C	Single-Core
YIL084C	Single-Core
YGL079W	Single-Core
YJR092W	Single-Core
YKL114C	Single-Core
YGR105W	Single-Core
YDL237W	Single-Core
YJR124C	Single-Core
YOL030W	Single-Core
YDR089W	Single-Core
YPL133C	Single-Core
YOR094W	Single-Core
YER152C	Single-Core
YHL020C	Single-Core
YKL033W	Single-Core
YDL056W	Single-Core
YBR028C	Single-Core
YKL194C	Single-Core
YGR111W	Single-Core
YBR007C	Single-Core
YPR097W	Single-Core
YPR127W	Single-Core
YIR032C	Single-Core
YMR014W	Single-Core
YBL095W	Single-Core
YPR201W	Single-Core
YGL196W	Single-Core
YDR262W	Single-Core
YDR462W	Single-Core
YKL116C	Single-Core
YGR167W	Single-Core
YLR085C	Single-Core
YGL155W	Single-Core
YNL084C	Single-Core
YHL027W	Single-Core
YBL033C	Single-Core
YMR059W	Single-Core
YDR495C	Single-Core
YGR014W	Single-Core
YLR138W	Single-Core
YOR052C	Single-Core
YFR049W	Single-Core
YKL103C	Single-Core
YHR194W	Single-Core
YGL160W	Single-Core
YCL032W	Single-Core
YBR179C	Single-Core
YGL172W	Single-Core
YFR001W	Single-Core
YPR161C	Single-Core
YGR113W	Single-Core
YNL094W	Single-Core
YLR319C	Single-Core
YJR112W	Single-Core
YJL062W-A	Single-Core
YGL023C	Single-Core
YOR188W	Single-Core
YLR181C	Single-Core
YJL127C	Single-Core
YFR048W	Single-Core
YFL031W	Single-Core
YMR244W	Single-Core
YDL117W	Single-Core
YCR028C	Single-Core
YLR107W	Single-Core
YLR055C	Single-Core
YER170W	Single-Core
YER010C	Single-Core
YPL011C	Single-Core
YLR203C	Single-Core
YPL228W	Single-Core
YDR150W	Single-Core
YBR268W	Single-Core
YGR086C	Single-Core
YML103C	Single-Core
YIL118W	Single-Core
YHR030C	Single-Core
YOR211C	Single-Core
YBL007C	Single-Core
YLR352W	Single-Core
YMR215W	Single-Core
YBR286W	Single-Core
YNL233W	Single-Core
YBR073W	Single-Core
YER080W	Single-Core
YKR016W	Single-Core
YOR084W	Single-Core
YLL032C	Single-Core
YPR153W	Single-Core
YJL123C	Single-Core
YJL039C	Single-Core
YMR312W	Single-Core
YJL106W	Single-Core
YKR023W	Single-Core
YHR090C	Single-Core
YGR266W	Single-Core
YCR046C	Single-Core
YDR388W	Single-Core
YFL029C	Single-Core
YPL150W	Single-Core
YMR265C	Single-Core
YJR005W	Single-Core
YDR028C	Single-Core
YNL291C	Single-Core
YBR171W	Single-Core
YMR200W	Single-Core
YPL129W	Single-Core
YDR104C	Single-Core
YDL215C	Single-Core
YOL026C	Single-Core
YDL113C	Single-Core
YKL138C	Single-Core
YPL031C	Single-Core
YDR346C	Single-Core
YPR191W	Single-Core
YKL167C	Single-Core
YPL254W	Single-Core
YLR014C	Single-Core
YDR470C	Single-Core
YIL166C	Single-Core
YDR293C	Single-Core
YIL019W	Single-Core
YFR033C	Single-Core
YKL015W	Single-Core
YGL106W	Single-Core
YJR086W	Single-Core
YEL036C	Single-Core
YIL067C	Single-Core
YDR459C	Single-Core
YBR193C	Single-Core
YLR099W-A	Single-Core
YNL080C	Single-Core
YOR296W	Single-Core
YLR248W	Single-Core
YDL170W	Single-Core
YHR187W	Single-Core
YJL087C	Single-Core
YIL093C	Single-Core
YNL051W	Single-Core
YPL041C	Single-Core
YBL015W	Single-Core
YKL098W	Single-Core
YKL178C	Single-Core
YOR035C	Single-Core
YPR037C	Single-Core
YDR362C	Single-Core
YBL107C	Single-Core
YBR043C	Single-Core
YMR065W	Single-Core
YDR306C	Single-Core
YFR025C	Single-Core
YNR039C	Single-Core
YMR289W	Single-Core
YPR006C	Single-Core
YHR112C	Single-Core
YGR099W	Single-Core
YMR063W	Single-Core
YPR055W	Single-Core
YDR061W	Single-Core
YBR276C	Single-Core
YMR100W	Single-Core
YHR025W	Single-Core
YHR151C	Single-Core
YMR302C	Single-Core
YOR043W	Single-Core
YCL034W	Single-Core
YOL098C	Single-Core
YMR286W	Single-Core
YLR312W-A	Single-Core
YOL137W	Single-Core
YDL213C	Single-Core
YLL006W	Single-Core
YMR127C	Single-Core
YGR157W	Single-Core
YOL073C	Single-Core
YDR229W	Single-Core
YMR123W	Single-Core
YMR158W	Single-Core
YGL194C	Single-Core
YDR254W	Single-Core
YNR063W	Single-Core
YKR008W	Single-Core
YCL052C	Single-Core
YIR011C	Single-Core
YOL003C	Single-Core
YDR054C	Single-Core
YOL129W	Single-Core
YIL140W	Single-Core
YAL009W	Single-Core
YMR214W	Single-Core
YIL108W	Single-Core
YJL054W	Single-Core
YPL118W	Single-Core
YDR090C	Single-Core
YMR225C	Single-Core
YDR457W	Single-Core
YKL004W	Single-Core
YGR076C	Single-Core
YJL071W	Single-Core
YLL028W	Single-Core
YKL014C	Single-Core
YLR414C	Single-Core
YGL116W	Single-Core
YBR053C	Single-Core
YNL115C	Single-Core
YDR332W	Single-Core
YDL086W	Single-Core
YBR141C	Single-Core
YNL206C	Single-Core
YLR295C	Single-Core
YMR228W	Single-Core
YJL049W	Single-Core
YBR167C	Single-Core
YKL181W	Single-Core
YNL131W	Single-Core
YGR229C	Single-Core
YGR125W	Single-Core
YOR132W	Single-Core
YCR098C	Single-Core
YPL050C	Single-Core
YHR073W	Single-Core
YPL214C	Single-Core
YMR091C	Single-Core
YER127W	Single-Core
YLR063W	Single-Core
YNR018W	Single-Core
YKR001C	Single-Core
YLR451W	Single-Core
YIL090W	Single-Core
YHR120W	Single-Core
YOR174W	Single-Core
YPR169W	Single-Core
YLR084C	Single-Core
YDR320C-A	Single-Core
YGL064C	Single-Core
YPR061C	Single-Core
YIL098C	Single-Core
YOR322C	Single-Core
YGL019W	Single-Core
YBL093C	Single-Core
YPL023C	Single-Core
YKL143W	Single-Core
YLR023C	Single-Core
YCR061W	Single-Core
YIL157C	Single-Core
YGR110W	Single-Core
YDR079W	Single-Core
YGL086W	Single-Core
YDL046W	Single-Core
YJL057C	Single-Core
YHL008C	Single-Core
YGR150C	Single-Core
YOR252W	Single-Core
YML007W	Single-Core
YJL108C	Single-Core
YHR067W	Single-Core
YCR081W	Single-Core
YOR305W	Single-Core
YAL053W	Single-Core
YDR108W	Single-Core
YGR235C	Single-Core
YER118C	Single-Core
YJR022W	Single-Core
YGL045W	Single-Core
YMR196W	Single-Core
YLR104W	Single-Core
YJL025W	Single-Core
YER022W	Single-Core
YDL025C	Single-Core
YPL260W	Single-Core
YDL124W	Single-Core
YDR217C	Single-Core
YML127W	Single-Core
YGR033C	Single-Core
YOR073W	Single-Core
YOR329C	Single-Core
YNL322C	Single-Core
YPR001W	Single-Core
YGR026W	Single-Core
YPR188C	Single-Core
YJL061W	Single-Core
YHR137W	Single-Core
YMR003W	Single-Core
YIL115C	Single-Core
YFR029W	Single-Core
YHR041C	Single-Core
YJR082C	Single-Core
YOL132W	Single-Core
YOR242C	Single-Core
YOL065C	Single-Core
YDR443C	Single-Core
YLR395C	Single-Core
YBL046W	Single-Core
YDR464W	Single-Core
YGR104C	Single-Core
YHR150W	Single-Core
YBL066C	Single-Core
YLR407W	Single-Core
YDR363W	Single-Core
YBR203W	Single-Core
YGR013W	Single-Core
YMR005W	Single-Core
YHR140W	Single-Core
YLR421C	Single-Core
YGR062C	Single-Core
YMR232W	Single-Core
YOL077W-A	Single-Core
YAR019C	Single-Core
YLL021W	Single-Core
YDL202W	Single-Core
YGL175C	Single-Core
YGR169C	Single-Core
YCL027W	Single-Core
YJL066C	Single-Core
YLL014W	Single-Core
YKL185W	Single-Core
YOL111C	Single-Core
YPR179C	Single-Core
YNL234W	Single-Core
YKR083C	Single-Core
YBR057C	Single-Core
YHL009C	Single-Core
YKL077W	Single-Core
YPL233W	Single-Core
YHL029C	Single-Core
YPL180W	Single-Core
YBL029W	Single-Core
YPL007C	Single-Core
YBR255W	Single-Core
YBR288C	Single-Core
YOL067C	Single-Core
YML129C	Single-Core
YGL154C	Single-Core
YOR104W	Single-Core
YLR363W-A	Single-Core
YLR033W	Single-Core
YHR101C	Single-Core
YOR313C	Single-Core
YKL074C	Single-Core
YMR098C	Single-Core
YDR231C	Single-Core
YPL014W	Single-Core
YMR256C	Single-Core
YFR011C	Single-Core
YEL043W	Single-Core
YJL156C	Single-Core
YLR221C	Single-Core
YDR318W	Single-Core
YJR118C	Single-Core
YLR003C	Single-Core
YDL233W	Single-Core
YNL015W	Single-Core
YNL038W	Single-Core
YJL205C	Single-Core
YBL029C-A	Single-Core
YLR192C	Single-Core
YLR292C	Single-Core
YBR185C	Single-Core
YHR078W	Single-Core
YGL151W	Single-Core
YFR034C	Single-Core
YDR179W-A	Single-Core
YDL107W	Single-Core
YMR263W	Single-Core
YOR051C	Single-Core
YGL016W	Single-Core
YBR122C	Single-Core
YFR045W	Single-Core
YDL057W	Single-Core
YKL173W	Single-Core
YLL004W	Single-Core
YCL014W	Single-Core
YER071C	Single-Core
YMR138W	Single-Core
YDL231C	Single-Core
YDL092W	Single-Core
YCR035C	Single-Core
YJR012C	Single-Core
YKL137W	Single-Core
YCR095C	Single-Core
YKL122C	Single-Core
YJR042W	Single-Core
YBR162W-A	Single-Core
YDR067C	Single-Core
YOL149W	Single-Core
YOR368W	Single-Core
YPR124W	Single-Core
YKL183W	Single-Core
YLR145W	Single-Core
YML055W	Single-Core
YER041W	Single-Core
YBL018C	Single-Core
YJL006C	Single-Core
YLR039C	Single-Core
YBR040W	Single-Core
YDR296W	Single-Core
YPL173W	Single-Core
YOL072W	Single-Core
YNL122C	Single-Core
YMR126C	Single-Core
YNL099C	Single-Core
YKL064W	Single-Core
YPR010C-A	Single-Core
YDR347W	Single-Core
YMR112C	Single-Core
YMR176W	Single-Core
YBR204C	Single-Core
YIL087C	Single-Core
YOR129C	Single-Core
YLR090W	Single-Core
YGR247W	Single-Core
YER155C	Single-Core
YPL099C	Single-Core
YMR264W	Single-Core
YKL090W	Single-Core
YOR158W	Single-Core
YNL211C	Single-Core
YGR081C	Single-Core
YJR080C	Single-Core
YDR020C	Single-Core
YGL028C	Single-Core
YOL110W	Single-Core
YHR059W	Single-Core
YDR498C	Single-Core
YGL219C	Single-Core
YKL142W	Single-Core
YMR313C	Single-Core
YLR283W	Single-Core
YLR390W-A	Single-Core
YML048W	Single-Core
YNL151C	Single-Core
YNL056W	Single-Core
YAL011W	Single-Core
YBR095C	Single-Core
YAL014C	Single-Core
YML031W	Single-Core
YGR128C	Single-Core
YJL201W	Single-Core
YBR253W	Single-Core
YCR015C	Single-Core
YCL044C	Single-Core
YKL171W	Single-Core
YPL066W	Single-Core
YIL005W	Single-Core
YBR138C	Single-Core
YGL226W	Single-Core
YNL180C	Single-Core
YOR298W	Single-Core
YGR084C	Single-Core
YLR381W	Single-Core
YDL089W	Single-Core
YBR230C	Single-Core
YER079W	Single-Core
YMR179W	Single-Core
YPL070W	Single-Core
YAL040C	Single-Core
YPL108W	Single-Core
YKL159C	Single-Core
YLR093C	Single-Core
YKR055W	Single-Core
YFR043C	Single-Core
YAL008W	Single-Core
YDL203C	Single-Core
YLR065C	Single-Core
YDL013W	Single-Core
YDR181C	Single-Core
YDL177C	Single-Core
YDL157C	Single-Core
YJR067C	Single-Core
YNL282W	Single-Core
YGR198W	Single-Core
YFR003C	Single-Core
YGL041W-A	Single-Core
YDR349C	Single-Core
YDR476C	Single-Core
YPL034W	Single-Core
