genes	orthology	s288c
CENPK1137D_2908	C+H	YGL065C
CENPK1137D_4615	C+H	YBR070C
CENPK1137D_2925	C+H	YGL047W
CENPK1137D_2707	C+H	YNR030W
CENPK1137D_2631	C+H	YNL048W
CENPK1137D_4657	C+H	YBR110W
CENPK1137D_2532	C+H	YNL148C
CENPK1137D_2192	C+H	YOR175C
CENPK1137D_2389	C+H	YOR374W
CENPK1137D_2351	C+H	YOR335C
CENPK1137D_2054	C+H	YOR034C
CENPK1137D_4089	C+H	YDR264C
CENPK1137D_4286	C+H	YDL175C
CENPK1137D_5178	C+H	YIL079C
CENPK1137D_122	C+H	YMR092C
CENPK1137D_3882	C+H	YDR063W
CENPK1137D_1705	C+H	YPR004C
CENPK1137D_1084	C+H	YKR074W
CENPK1137D_1393	C+H	YJR100C
CENPK1137D_1256	C+H	YJL046W
CENPK1137D_4929	C+H	YAL049C
CENPK1137D_5330	C+H	YHL021C
CENPK1137D_3498	C+H	YER087W
CENPK1137D_498	C+H	YLR109W
CENPK1137D_4038	C+H	YDR214W
CENPK1137D_3353	C+H	YFL030W
CENPK1137D_5016	C+H	YIL044C
CENPK1137D_1722	C+H	YPR021C
CENPK1137D_768	C+H	YLR397C
CENPK1137D_3572	C+H	YEL052W
CENPK1137D_4508	C+H	YCR011C
CENPK1137D_1399	C+H	YJR105W
CENPK1137D_4049	C+H	YDR226W
CENPK1137D_38	C+H	YMR009W
CENPK1137D_3266	C+H	YGL256W
CENPK1137D_4236	C+H	YDR408C
CENPK1137D_3028	C+H	YGR061C
CENPK1137D_3001	C+H	YGL234W
CENPK1137D_345	C+H	YMR300C
CENPK1137D_2146	C+H	YOR128C
CENPK1137D_728	C+H	YLR359W
CENPK1137D_2464	C+H	YNL220W
CENPK1137D_4987	C+H	YAR015W
CENPK1137D_3343	C+H	YFL039C
CENPK1137D_1091	C+H	YKL192C
CENPK1137D_4020	C+H	YDL203C
CENPK1137D_516	C+H	YLR131C
CENPK1137D_3006	C+H	YGR037C
CENPK1137D_3447	C+H	YER045C
CENPK1137D_4436	C+H	YCR088W
CENPK1137D_4792	C+H	YBR236C
CENPK1137D_874	C+H	YLR027C
CENPK1137D_4766	C+H	YBL074C
CENPK1137D_2539	C+H	YNL141W
CENPK1137D_1611	C+H	YPL088W
CENPK1137D_4631	C+H	YBR085W
CENPK1137D_2330	C+H	
CENPK1137D_1173	C+H	YKL134C
CENPK1137D_2362	C+H	YAL038W YOR347C
CENPK1137D_4941	C+H	YAL038W YOR347C
CENPK1137D_3807	C+H	YDL019C
CENPK1137D_4996	C+H	YAR042W
CENPK1137D_4884	C+H	YBL039C YJR103W
CENPK1137D_4952	C+H	YAL029C
CENPK1137D_4867	C+H	YBL056W
CENPK1137D_4821	C+H	YBL067C
CENPK1137D_4810	C+H	YBL068W
CENPK1137D_4564	C+H	YBR020W
CENPK1137D_4627	C+H	YBR082C
CENPK1137D_4649	C+H	YBR104W
CENPK1137D_4713	C+H	YBR161W
CENPK1137D_4723	C+H	YBR169C
CENPK1137D_4852	C+H	YBR294W
CENPK1137D_4441	C+H	YCR094W
CENPK1137D_3786	C+H	YDL042C
CENPK1137D_4396	C+H	YDL137W
CENPK1137D_4253	C+H	YDL178W
CENPK1137D_3833	C+H	YDR009W
CENPK1137D_3878	C+H	YDR059C
CENPK1137D_3922	C+H	YDR099W
CENPK1137D_3934	C+H	YDR111C
CENPK1137D_3959	C+H	YDR135C
CENPK1137D_4082	C+H	YDR258C
CENPK1137D_4137	C+H	YDR312W
CENPK1137D_4183	C+H	YDR358W
CENPK1137D_4193	C+H	YDR368W
CENPK1137D_4325	C+H	YDR497C
CENPK1137D_3633	C+H	YEL022W
CENPK1137D_3615	C+H	YEL041W
CENPK1137D_3669	C+H	YER013W
CENPK1137D_3431	C+H	YER031C
CENPK1137D_3491	C+H	YER081W
CENPK1137D_3501	C+H	YER089C
CENPK1137D_3511	C+H	YER098W
CENPK1137D_3587	C+H	YER172C
CENPK1137D_3397	C+H	YFR014C
CENPK1137D_3407	C+H	YFR024C-A
CENPK1137D_2922	C+H	YGL049C
CENPK1137D_2891	C+H	YGL084C
CENPK1137D_2855	C+H	YGL120C
CENPK1137D_3075	C+H	YGR108W
CENPK1137D_3092	C+H	YGR124W
CENPK1137D_3127	C+H	YGR162W
CENPK1137D_3170	C+H	YGR204W
CENPK1137D_3237	C+H	YGR271W
CENPK1137D_5390	C+H	YHR001W
CENPK1137D_5409	C+H	YHR016C
CENPK1137D_5209	C+H	YHR066W
CENPK1137D_5237	C+H	YHR091C
CENPK1137D_5254	C+H	YHR108W
CENPK1137D_5264	C+H	YHR117W
CENPK1137D_5270	C+H	YHR123W
CENPK1137D_5183	C+H	YIL074C
CENPK1137D_5150	C+H	YIL109C
CENPK1137D_5126	C+H	YIL131C
CENPK1137D_1220	C+H	YJL082W
CENPK1137D_1499	C+H	YJL133W
CENPK1137D_1323	C+H	YJR031C
CENPK1137D_1341	C+H	YJR049C
CENPK1137D_967	C+H	YKL039W
CENPK1137D_922	C+H	YKL081W
CENPK1137D_898	C+H	YKL104C
CENPK1137D_1180	C+H	YKL127W
CENPK1137D_1178	C+H	YKL129C
CENPK1137D_1012	C+H	YKR003W
CENPK1137D_1061	C+H	YKR052C
CENPK1137D_673	C+H	YLL026W
CENPK1137D_479	C+H	YLR092W
CENPK1137D_635	C+H	YLR260W
CENPK1137D_645	C+H	YLR270W
CENPK1137D_119	C+H	YMR089C
CENPK1137D_136	C+H	YMR105C
CENPK1137D_140	C+H	YMR109W
CENPK1137D_152	C+H	YMR120C
CENPK1137D_218	C+H	YMR183C
CENPK1137D_284	C+H	YMR243C
CENPK1137D_2630	C+H	YNL049C
CENPK1137D_2574	C+H	YNL106C
CENPK1137D_2559	C+H	YNL121C
CENPK1137D_2550	C+H	YNL130C
CENPK1137D_2682	C+H	YNL299W
CENPK1137D_2692	C+H	YNR016C
CENPK1137D_2005	C+H	YOL016C
CENPK1137D_2454	C+H	YOL066C
CENPK1137D_2452	C+H	YOL068C
CENPK1137D_2414	C+H	YOL103W
CENPK1137D_2359	C+H	YOL115W
CENPK1137D_2127	C+H	YOR109W
CENPK1137D_2139	C+H	YOR120W
CENPK1137D_2188	C+H	YOR171C
CENPK1137D_2190	C+H	YOR173W
CENPK1137D_2247	C+H	YOR231W
CENPK1137D_2321	C+H	YOR304W
CENPK1137D_2333	C+H	YOR316C
CENPK1137D_2343	C+H	YOR326W
CENPK1137D_1653	C+H	YPL048W
CENPK1137D_1643	C+H	YPL057C
CENPK1137D_1594	C+H	YPL106C
CENPK1137D_1581	C+H	YPL119C
CENPK1137D_1559	C+H	YPL140C
CENPK1137D_1938	C+H	YPL189W
CENPK1137D_1877	C+H	YPL232W
CENPK1137D_1799	C+H	YPL240C
CENPK1137D_1759	C+H	YPR058W
CENPK1137D_1779	C+H	YPR081C
CENPK1137D_1813	C+H	YPR119W
CENPK1137D_1837	C+H	YPR145W
CENPK1137D_1885	C+H	YPR192W
CENPK1137D_429	C+H	YPR192W
CENPK1137D_3847	C+H	YBR048W
CENPK1137D_4637	C+H	YBR089C-A
CENPK1137D_4741	C+H	YBR189W
CENPK1137D_4742	C+H	YBR191W
CENPK1137D_4526	C+H	YCR031C
CENPK1137D_3752	C+H	YDL075W
CENPK1137D_4397	C+H	YDL136W
CENPK1137D_3462	C+H	YER056C-A
CENPK1137D_2940	C+H	YGL031C
CENPK1137D_2899	C+H	YGL076C
CENPK1137D_2827	C+H	YGL147C
CENPK1137D_2995	C+H	YGR027C
CENPK1137D_3003	C+H	YGR034W
CENPK1137D_3051	C+H	YGR085C
CENPK1137D_3114	C+H	YGR148C
CENPK1137D_5389	C+H	YHL001W
CENPK1137D_5197	C+H	YHL033C
CENPK1137D_5007	C+H	YIL052C
CENPK1137D_5124	C+H	YIL133C
CENPK1137D_1457	C+H	YJL177W
CENPK1137D_1395	C+H	YJL190C
CENPK1137D_1004	C+H	YKL006W
CENPK1137D_1131	C+H	YKL180W
CENPK1137D_495	C+H	YLL045C
CENPK1137D_704	C+H	YLR333C
CENPK1137D_713	C+H	YLR344W
CENPK1137D_776	C+H	YLR406C
CENPK1137D_3	C+H	YML024W
CENPK1137D_2612	C+H	YNL067W
CENPK1137D_5289	C+H	YNL162W
CENPK1137D_2648	C+H	YNL302C
CENPK1137D_2304	C+H	YOL121C
CENPK1137D_2251	C+H	YOR234C
CENPK1137D_2309	C+H	YOR293W
CENPK1137D_1620	C+H	YPL079W
CENPK1137D_1556	C+H	YPL143W
CENPK1137D_1927	C+H	YPL198W
CENPK1137D_1753	C+H	YPR052C
CENPK1137D_4777	C+H	YBL072C YER102W
CENPK1137D_3530	C+H	YBL087C YER117W
CENPK1137D_4630	C+H	YBR084C-A YBL027W
CENPK1137D_4898	C+H	YBR084C-A YBL027W
CENPK1137D_2696	C+H	YCR048W YNR019W
CENPK1137D_4404	C+H	YCR048W YNR019W
CENPK1137D_2727	C+H	YCR094W YNR048W
CENPK1137D_3689	C+H	YDL134C YDL188C
CENPK1137D_3825	C+H	YDR001C YBR001C
CENPK1137D_4545	C+H	YDR001C YBR001C
CENPK1137D_4047	C+H	YDR224C YBL002W
CENPK1137D_4925	C+H	YDR224C YBL002W
CENPK1137D_4924	C+H	YDR225W YBL003C
CENPK1137D_4048	C+H	YDR225W YBL003C
CENPK1137D_4273	C+H	YDR448W
CENPK1137D_3550	C+H	YEL054C YDR418W
CENPK1137D_4246	C+H	YEL054C YDR418W
CENPK1137D_5191	C+H	YER070W YIL066C
CENPK1137D_3482	C+H	YER074W YIL069C
CENPK1137D_633	C+H	YFR015C YLR258W
CENPK1137D_3398	C+H	YFR015C YLR258W
CENPK1137D_3415	C+H	YFR031C-A YIL018W
CENPK1137D_3299	C+H	YFR053C YGL253W
CENPK1137D_3329	C+H	YFR053C YGL253W
CENPK1137D_2911	C+H	YGL062W YBR218C
CENPK1137D_3274	C+H	YGL189C YER131W
CENPK1137D_3545	C+H	YGL189C YER131W
CENPK1137D_2982	C+H	YGR010W YLR328W
CENPK1137D_700	C+H	YGR010W YLR328W
CENPK1137D_1824	C+H	YGR118W YPR132W
CENPK1137D_3181	C+H	YGR214W YLR048W
CENPK1137D_242	C+H	YGR240C YMR205C
CENPK1137D_4298	C+H	YHR010W YDR471W
CENPK1137D_5402	C+H	YHR010W YDR471W
CENPK1137D_4169	C+H	YHR091C YDR341C
CENPK1137D_3224	C+H	YHR183W YGR256W
CENPK1137D_1444	C+H	YHR208W YJR148W
CENPK1137D_5362	C+H	YHR208W YJR148W
CENPK1137D_5365	C+H	YHR210C YNR071C
CENPK1137D_1107	C+H	YIL148W YKR094C
CENPK1137D_5109	C+H	YIL148W YKR094C
CENPK1137D_1159	C+H	YJL045W YKL148C
CENPK1137D_3622	C+H	YJR047C YEL034W
CENPK1137D_5357	C+H	YJR145C YHR203C
CENPK1137D_5369	C+H	YKL039W YHL017W
CENPK1137D_134	C+H	YKL126W YMR104C
CENPK1137D_1181	C+H	YKL126W YMR104C
CENPK1137D_5414	C+H	YKL156W YHR021C
CENPK1137D_1151	C+H	YKL157W YHR047C
CENPK1137D_5444	C+H	YKL157W YHR047C
CENPK1137D_1014	C+H	YKL203C YJR066W
CENPK1137D_1359	C+H	YKL203C YJR066W
CENPK1137D_1028	C+H	YKR018C YJL082W
CENPK1137D_1066	C+H	YKR057W YJL136C
CENPK1137D_1496	C+H	YKR057W YJL136C
CENPK1137D_877	C+H	YLR029C YMR121C
CENPK1137D_444	C+H	YLR058C YBR263W
CENPK1137D_469	C+H	YLR083C YDR107C
CENPK1137D_3929	C+H	YLR083C YDR107C
CENPK1137D_541	C+H	YLR153C YAL054C
CENPK1137D_559	C+H	YLR180W YDR502C
CENPK1137D_2201	C+H	YLR293C YOR185C
CENPK1137D_677	C+H	YLR304C YJL200C
CENPK1137D_3011	C+H	YLR354C YGR043C
CENPK1137D_379	C+H	YLR448W YML073C
CENPK1137D_819	C+H	YLR448W YML073C
CENPK1137D_398	C+H	YML057W YLR433C
CENPK1137D_803	C+H	YML057W YLR433C
CENPK1137D_812	C+H	YML063W YLR441C
CENPK1137D_366	C+H	YML085C YML124C
CENPK1137D_174	C+H	YMR142C YDL082W
CENPK1137D_3745	C+H	YMR142C YDL082W
CENPK1137D_175	C+H	YMR143W YDL083C
CENPK1137D_3744	C+H	YMR143W YDL083C
CENPK1137D_283	C+H	YMR242C YOR312C
CENPK1137D_1536	C+H	YMR253C YPL264C
CENPK1137D_294	C+H	YMR253C YPL264C
CENPK1137D_2676	C+H	YNR001C YCR005C
CENPK1137D_3804	C+H	YOL059W YDL022W
CENPK1137D_2315	C+H	YOL120C YNL301C
CENPK1137D_2659	C+H	YOL120C YNL301C
CENPK1137D_2114	C+H	YOR096W YNL096C
CENPK1137D_2223	C+H	YOR151C YOR207C
CENPK1137D_2167	C+H	YOR151C YOR207C
CENPK1137D_2285	C+H	YOR270C YMR054W
CENPK1137D_2840	C+H	YPL220W YGL135W
CENPK1137D_1679	C+H	YPL249C-A YMR194W
CENPK1137D_230	C+H	YPL249C-A YMR194W
CENPK1137D_1774	C+H	YPR074C YBR117C
CENPK1137D_4663	C+H	YPR074C YBR117C
CENPK1137D_3433	C+K	YER033C
CENPK1137D_2857	C+K	YGL249W
CENPK1137D_4107	C+K	YDR285W
CENPK1137D_892	C+K	YKL214C
CENPK1137D_1023	C+K	YKR014C
CENPK1137D_2637	C+K	YNL304W
CENPK1137D_1867	C+K	YPR174C
CENPK1137D_1840	C+K	YPR148C
CENPK1137D_1807	C+K	YPR114W
CENPK1137D_1802	C+K	YPR109W
CENPK1137D_1782	C+K	YPR084W
CENPK1137D_4178	C+K	YDR352W
CENPK1137D_1745	C+K	YPL245W
CENPK1137D_1895	C+K	YPL229W
CENPK1137D_1592	C+K	YPL108W
CENPK1137D_1628	C+K	YPL071C
CENPK1137D_1631	C+K	YPL068C
CENPK1137D_1633	C+K	YPL066W
CENPK1137D_1662	C+K	YPL039W
CENPK1137D_2358	C+K	YOR342C
CENPK1137D_2322	C+K	YOR304C-A
CENPK1137D_2132	C+K	YOR114W
CENPK1137D_2081	C+K	YOR062C
CENPK1137D_2034	C+K	YOR012W
CENPK1137D_1984	C+K	YOL036W
CENPK1137D_2001	C+K	YOL019W
CENPK1137D_2690	C+K	YNR014W
CENPK1137D_2492	C+K	YNL190W
CENPK1137D_2514	C+K	YNL165W
CENPK1137D_293	C+K	YMR252C
CENPK1137D_247	C+K	YMR209C
CENPK1137D_243	C+K	YMR206W
CENPK1137D_221	C+K	YMR187C
CENPK1137D_216	C+K	YMR181C
CENPK1137D_193	C+K	YMR160W
CENPK1137D_176	C+K	YMR144W
CENPK1137D_166	C+K	YMR134W
CENPK1137D_155	C+K	YMR124W
CENPK1137D_153	C+K	YMR122W-A
CENPK1137D_142	C+K	YMR111C
CENPK1137D_120	C+K	YMR090W
CENPK1137D_117	C+K	YMR087W
CENPK1137D_24	C+K	YML119W
CENPK1137D_146	C+K	YML108W
CENPK1137D_372	C+K	YML079W
CENPK1137D_415	C+K	YML037C
CENPK1137D_680	C+K	YLR307C-A
CENPK1137D_632	C+K	YLR257W
CENPK1137D_603	C+K	YLR225C
CENPK1137D_574	C+K	YLR194C
CENPK1137D_532	C+K	YLR146W-A
CENPK1137D_888	C+K	YLR040C
CENPK1137D_879	C+K	YLR031W
CENPK1137D_5372	C+K	YHL014C
CENPK1137D_1085	C+K	YKR075C
CENPK1137D_1021	C+K	YKR011C
CENPK1137D_1015	C+K	YKR005C
CENPK1137D_928	C+K	YKL075C
CENPK1137D_935	C+K	YKL068W-A
CENPK1137D_942	C+K	YKL063C
CENPK1137D_1405	C+K	YJR111C
CENPK1137D_1322	C+K	YJR030C
CENPK1137D_1240	C+K	YJL206C
CENPK1137D_1453	C+K	YJL181W
CENPK1137D_1463	C+K	YJL171C
CENPK1137D_1498	C+K	YJL133C-A
CENPK1137D_1280	C+K	YJL016W
CENPK1137D_5079	C+K	YIR014W
CENPK1137D_5152	C+K	YIL161W
CENPK1137D_5005	C+K	YIL055C
CENPK1137D_5035	C+K	YIL024C
CENPK1137D_1924	C+K	YPL201C
CENPK1137D_5333	C+K	YHR182W
CENPK1137D_5273	C+K	YHR127W
CENPK1137D_5431	C+K	YHR035W
CENPK1137D_5416	C+K	YHR022C
CENPK1137D_3217	C+K	YGR250C
CENPK1137D_3132	C+K	YGR168C
CENPK1137D_3097	C+K	YGR130C
CENPK1137D_3093	C+K	YGR126W
CENPK1137D_3089	C+K	YGR122W
CENPK1137D_3084	C+K	YGR117C
CENPK1137D_3043	C+K	YGR079W
CENPK1137D_3033	C+K	YGR067C
CENPK1137D_2986	C+K	YGR015C
CENPK1137D_3278	C+K	YGL185C
CENPK1137D_2866	C+K	YGL108C
CENPK1137D_2894	C+K	YGL081W
CENPK1137D_2936	C+K	YGL036W
CENPK1137D_940	C+K	YKL065C
CENPK1137D_3573	C+K	YER158C
CENPK1137D_3551	C+K	YER137C
CENPK1137D_3434	C+K	YER034W
CENPK1137D_4270	C+K	YDR444W
CENPK1137D_4216	C+K	YDR387C
CENPK1137D_4109	C+K	YDR286C
CENPK1137D_4073	C+K	YDR249C
CENPK1137D_4063	C+K	YDR239C
CENPK1137D_4045	C+K	YDR222W
CENPK1137D_3956	C+K	YDR131C
CENPK1137D_3941	C+K	YDR119W-A
CENPK1137D_3874	C+K	YDR056C
CENPK1137D_3931	C+K	YDL211C
CENPK1137D_4230	C+K	YDL180W
CENPK1137D_4275	C+K	YDL176W
CENPK1137D_3695	C+K	YDL129W
CENPK1137D_3704	C+K	YDL121C
CENPK1137D_3755	C+K	YDL073W
CENPK1137D_870	C+K	YLL055W
CENPK1137D_4426	C+K	YCR075W-A
CENPK1137D_4536	C+K	YCR043C
CENPK1137D_4499	C+K	YCR004C
CENPK1137D_3535	C+K	YER123W
CENPK1137D_4814	C+K	YBR255C-A
CENPK1137D_4749	C+K	YBR197C
CENPK1137D_4633	C+K	YBR085C-A
CENPK1137D_4699	C+K	YBL081W
CENPK1137D_4864	C+K	YBL059W
CENPK1137D_4882	C+K	YBL039W-B
CENPK1137D_4917	C+K	YBL010C
CENPK1137D_1991	C+K	YOL028C
CENPK1137D_4083	C+K	YDR259C
CENPK1137D_5083	C+K	YIR018W
CENPK1137D_4194	C+K	YDR369C
CENPK1137D_2412	C+K	YOL105C
CENPK1137D_2757	C+K	YNL283C
CENPK1137D_2101	C+K	YOR083W
CENPK1137D_3480	C+K	YER072W
CENPK1137D_3074	C+K	YGR106C
CENPK1137D_5202	C+K	YHR060W
CENPK1137D_1646	C+K	YPL253C
CENPK1137D_5122	C+K	YIL135C
CENPK1137D_4851	C+K	YBR293W
CENPK1137D_68	C+K	YML115C
CENPK1137D_2123	C+K	YOR106W
CENPK1137D_4484	C+K	YCL063W
CENPK1137D_3650	C+K	YEL005C
CENPK1137D_5348	C+K	YHR196W
CENPK1137D_423	C+K	YML029W
CENPK1137D_1844	C+K	YPR152C
CENPK1137D_3038	C+K	YGR072W
CENPK1137D_4899	C+K	
CENPK1137D_5381	C+K	
CENPK1137D_1958	C+K	
CENPK1137D_897	C+K	
CENPK1137D_1560	C+K	YPL139C
CENPK1137D_2209	C+K	YOR191W
CENPK1137D_1941	C+K	YPL186C
CENPK1137D_4341	C+K	YDL169C
CENPK1137D_15	C+K	YML013W
CENPK1137D_4718	C+K	YBR165W
CENPK1137D_871	C+K	YLR024C
CENPK1137D_5022	C+K	YIL156W
CENPK1137D_1112	C+K	YKR098C
CENPK1137D_1433	C+K	YJR136C
CENPK1137D_4431	C+K	YCR083W
CENPK1137D_1136	C+K	YKL174C
CENPK1137D_2288	C+K	YOR273C
CENPK1137D_1144	C+K	YKL166C
CENPK1137D_1470	C+K	YJL164C
CENPK1137D_2670	C+K	YNL300W
CENPK1137D_3187	C+K	YGR221C
CENPK1137D_2609	C+K	YNL070W
CENPK1137D_2065	C+K	YOR045W
CENPK1137D_1826	C+K	YPR133W-A
CENPK1137D_3525	C+K	YER113C
CENPK1137D_3715	C+K	YDL110C
CENPK1137D_5120	C+K	YIL137C
CENPK1137D_2829	C+K	YGL145W
CENPK1137D_2313	C+K	YOR297C
CENPK1137D_4638	C+K	YBR091C
CENPK1137D_5318	C+K	YHR167W
CENPK1137D_849	C+K	YLR004C
CENPK1137D_2210	C+K	YOR192C
CENPK1137D_612	C+K	YLR237W
CENPK1137D_2506	C+K	YNL176C
CENPK1137D_797	C+K	YLR426W
CENPK1137D_336	C+K	YMR291W
CENPK1137D_4589	C+K	YBR044C
CENPK1137D_3607	C+K	YEL048C
CENPK1137D_2000	C+K	YOL020W
CENPK1137D_4614	C+K	YBR069C
CENPK1137D_3096	C+K	YGR129W
CENPK1137D_4224	C+K	YDR395W
CENPK1137D_3332	C+K	YFL049W
CENPK1137D_3523	C+K	YER111C
CENPK1137D_754	C+K	YLR385C
CENPK1137D_1710	C+K	YPR009W
CENPK1137D_3298	C+K	YGL162W
CENPK1137D_403	C+K	YML052W
CENPK1137D_4135	C+K	YDR310C
CENPK1137D_1842	C+K	YPR151C
CENPK1137D_5141	C+K	YIL162W
CENPK1137D_3904	C+K	YDR082W
CENPK1137D_2235	C+K	YOR219C
CENPK1137D_2583	C+K	YNL309W
CENPK1137D_3981	C+K	YDR160W
CENPK1137D_739	C+K	YLR369W
CENPK1137D_625	C+K	YLR250W
CENPK1137D_5335	C+K	YHR184W
CENPK1137D_1183	C+K	YKL124W
CENPK1137D_4841	C+K	YBR283C
CENPK1137D_132	C+K	YMR101C
CENPK1137D_1104	C+K	YKR091W
CENPK1137D_4451	C+K	YCL048W
CENPK1137D_3528	C+K	YER115C
CENPK1137D_3026	C+K	YGR059W
CENPK1137D_4041	C+K	YDR218C
CENPK1137D_840	C+K	YLL005C
CENPK1137D_1739	C+K	YPR036W-A
CENPK1137D_4807	C+K	YBR250W
CENPK1137D_5184	C+K	YIL073C
CENPK1137D_5283	C+K	YHR136C
CENPK1137D_138	C+K	YMR107W
CENPK1137D_531	C+K	YLR146C
CENPK1137D_964	C+K	YKL042W
CENPK1137D_4026	C+K	YDR201W
CENPK1137D_95	C+K	YMR066W
CENPK1137D_1373	C+K	YJL192C
CENPK1137D_4254	C+K	YDR425W
CENPK1137D_4065	C+K	YDR240C
CENPK1137D_2592	C+K	YNL086W
CENPK1137D_4304	C+K	YDR478W
CENPK1137D_5043	C+K	YIL016W
CENPK1137D_5274	C+K	YHL025W
CENPK1137D_3893	C+K	YDR073W
CENPK1137D_4012	C+K	YDR186C
CENPK1137D_387	C+K	YML066C
CENPK1137D_520	C+K	YLR135W
CENPK1137D_4622	C+K	YBR077C
CENPK1137D_2213	C+K	YOR195W
CENPK1137D_2079	C+K	YOR060C
CENPK1137D_2862	C+K	YGL113W
CENPK1137D_2560	C+K	YNL311C
CENPK1137D_5298	C+K	YHR149C
CENPK1137D_4050	C+K	YDR227W
CENPK1137D_1213	C+K	YJL089W
CENPK1137D_465	C+K	YLR079W
CENPK1137D_2154	C+K	YOR137C
CENPK1137D_3899	C+K	YDR078C
CENPK1137D_5385	C+K	YHL006C
CENPK1137D_3787	C+K	YDL225W
CENPK1137D_4679	C+K	YBR130C
CENPK1137D_1177	C+K	YKL130C
CENPK1137D_3068	C+K	YGL228W
CENPK1137D_4892	C+K	YBL031W
CENPK1137D_842	C+K	YLL003W
CENPK1137D_2332	C+K	YOR315W
CENPK1137D_774	C+K	YLR404W
CENPK1137D_896	C+K	YKL105C
CENPK1137D_116	C+K	YMR086W
CENPK1137D_2849	C+K	YGL126W
CENPK1137D_3560	C+K	YER147C
CENPK1137D_5439	C+K	YHL034C
CENPK1137D_4954	C+K	YAL027W
CENPK1137D_3057	C+K	YGL229C
CENPK1137D_3425	C+K	YFR040W
CENPK1137D_3967	C+K	YDR143C
CENPK1137D_1298	C+K	YJR004C
CENPK1137D_3241	C+K	YGR275W
CENPK1137D_1255	C+K	YJL047C
CENPK1137D_4872	C+K	YBL103C
CENPK1137D_2786	C+K	YNL254C
CENPK1137D_3180	C+K	YGR213C
CENPK1137D_4321	C+K	YDR494W
CENPK1137D_2828	C+K	YGL146C
CENPK1137D_5131	C+K	YIL127C
CENPK1137D_311	C+K	YMR270C
CENPK1137D_4913	C+K	YBL014C
CENPK1137D_4901	C+K	YBL025W
CENPK1137D_2337	C+K	YOL117W
CENPK1137D_1809	C+K	YPR116W
CENPK1137D_3884	C+K	YDR065W
CENPK1137D_3764	C+K	YDL061C
CENPK1137D_4593	C+K	
CENPK1137D_1981	C+K	YOL039W
CENPK1137D_323	C+K	YML091C
CENPK1137D_5139	C+K	YIL119C
CENPK1137D_3978	C+K	YDR156W
CENPK1137D_298	C+K	YMR258C
CENPK1137D_4101	C+K	YDR279W
CENPK1137D_1676	C+K	YPL024W
CENPK1137D_2674	C+K	YNL002C
CENPK1137D_4834	C+K	YBR275C
CENPK1137D_2502	C+K	YNL180C
CENPK1137D_1064	C+K	YKR055W
CENPK1137D_3475	C+K	YER067W
CENPK1137D_459	C+K	YLR073C
CENPK1137D_2295	C+K	YOR279C
CENPK1137D_1461	C+K	YJL173C
CENPK1137D_5117	C+K	YIL139C
CENPK1137D_756	C+K	YLR387C
CENPK1137D_4021	C+K	YDR195W
CENPK1137D_1317	C+K	YJR021C
CENPK1137D_701	C+K	YLR329W
CENPK1137D_2236	C+K	YOR220W
CENPK1137D_1150	C+K	YKL159C
CENPK1137D_2468	C+K	YNL216W
CENPK1137D_3836	C+K	YDR014W
CENPK1137D_3767	C+K	YDL059C
CENPK1137D_3896	C+K	YDR076W
CENPK1137D_17	C+K	YML011C
CENPK1137D_545	C+K	YLR165C
CENPK1137D_3601	C+K	YER185W
CENPK1137D_3485	C+K	YER075C
CENPK1137D_2224	C+K	YOR208W
CENPK1137D_3121	C+K	YGR156W
CENPK1137D_4672	C+K	YBR125C
CENPK1137D_745	C+K	YLR376C
CENPK1137D_10	C+K	YML017W
CENPK1137D_2459	C+K	YOL061W
CENPK1137D_4059	C+K	YDR235W
CENPK1137D_3039	C+K	YGR075C
CENPK1137D_1542	C+K	YPL156C
CENPK1137D_5024	C+K	YIL037C
CENPK1137D_1551	C+K	YPL148C
CENPK1137D_1948	C+K	YPL179W
CENPK1137D_308	C+K	YMR267W
CENPK1137D_2998	C+K	YGR030C
CENPK1137D_161	C+K	YMR129W
CENPK1137D_1334	C+K	YJR043C
CENPK1137D_4132	C+K	YDR307W
CENPK1137D_3639	C+K	YEL017C-A
CENPK1137D_157	C+K	YML107C
CENPK1137D_4293	C+K	YDR466W
CENPK1137D_1514	C+K	YJL117W
CENPK1137D_2947	C+K	YGL025C
CENPK1137D_2523	C+K	YNL158W
CENPK1137D_2148	C+K	YOL136C
CENPK1137D_3041	C+K	YGR077C
CENPK1137D_4411	C+K	YCL056C
CENPK1137D_4722	C+K	YBR168W
CENPK1137D_1587	C+K	YPL112C
CENPK1137D_4993	C+K	YAL055W
CENPK1137D_3206	C+K	YGR239C
CENPK1137D_2470	C+K	YNL214W
CENPK1137D_1976	C+K	YOL044W
CENPK1137D_3188	C+K	YGR222W
CENPK1137D_2723	C+K	YNR045W
CENPK1137D_453	C+K	YLR067C
CENPK1137D_1539	C+K	YPL159C
CENPK1137D_4513	C+K	YCR020C
CENPK1137D_1277	C+K	YJL023C
CENPK1137D_3567	C+K	YER153C
CENPK1137D_297	C+K	YMR257C
CENPK1137D_1055	C+K	YKR046C
CENPK1137D_3406	C+K	YFR023W
CENPK1137D_449	C+K	YLR064W
CENPK1137D_3563	C+K	YER149C
CENPK1137D_3935	C+K	YDR113C
CENPK1137D_5048	C+K	YIL013C
CENPK1137D_1905	C+K	YPL219W
CENPK1137D_2841	C+K	YGL134W
CENPK1137D_5187	C+K	YIL071C
