Geneid,Std_1,Std_2,Std_3,Doc_1,Doc_2,Doc_3
KMXK_0B07600,6603,7228,7238,7442,6934,5957
KMXK_0B07610,1946,1784,1718,1555,1120,952
KMXK_0B07620,12559,12145,12916,16395,15170,13754
KMXK_0B07630,1031,1170,1220,1196,1174,900
KMXK_0B07640,7920,8279,8696,8419,8161,6358
KMXK_0B07650,1319,1552,1661,1643,1442,1311
KMXK_0B07660,2405,2661,2786,2742,2349,2203
KMXK_0B07670,2078,2185,2429,2545,2369,2109
KMXK_0B07680,1130,1272,1145,1236,1051,976
KMXK_0B07690,3244,3209,3467,3795,3701,3184
KMXK_0B07700,803,887,1000,1087,979,772
KMXK_0B07710,3341,3318,3568,4640,4974,4126
KMXK_0B07720,1242,1298,1403,1429,1254,1123
KMXK_0B07730,3266,3427,3726,3708,3469,3027
KMXK_0B07740,376,284,335,330,274,271
KMXK_0B07750,1106,1239,1362,1511,1286,1099
KMXK_0B07760,13447,18187,18214,19545,15238,15007
KMXK_0B07770,5744,5224,5666,6755,5988,5376
KMXK_0B07780,1144,1152,1148,1600,1684,1533
KMXK_0B07790,1396,1541,1819,3055,3230,2959
KMXK_0B07800,373,395,509,531,418,400
KMXK_0B07810,4830,5058,4246,4616,4419,4349
KMXK_0B07820,745,910,788,854,728,797
KMXK_0B07830,16290,15836,17648,18132,17018,14733
KMXK_0B07840,72746,72042,77671,104295,80856,87045
KMXK_0B07850,423,529,582,551,568,499
KMXK_0B07860,4243,4882,5641,5954,5761,5021
KMXK_0B07870,8288,9852,11127,13639,13294,12065
KMXK_0B07880,3312,3355,3739,4368,4184,3591
KMXK_0B07890,4198,4900,5136,6654,5694,5389
KMXK_0B07900,2107,2552,2519,2611,2456,2061
KMXK_0B07910,6809,7875,8845,10211,9503,8631
KMXK_0B07920,380,401,448,513,434,452
KMXK_0B07930,241,182,210,283,246,194
KMXK_0B07940,110,139,126,178,178,160
KMXK_0B07950,8516,11266,11575,12994,9657,9853
KMXK_0B07960,3691,3744,3967,4111,3798,3380
KMXK_0B07970,13822,15825,17789,18918,16896,14805
KMXK_0B07980,2551,2744,2771,2918,2599,2319
KMXK_0B07990,1192,1499,1774,1940,1788,1510
KMXK_0B08000,939,967,1060,1064,964,794
KMXK_0B08010,1238,1601,1893,1941,1695,1416
KMXK_0B08020,2272,2796,2684,2547,2408,2071
KMXK_0B08030,30,12,27,31,36,19
KMXK_0B08040,3477,3630,3789,4149,3245,2884
KMXK_0B08050,2372,2892,3098,3309,2918,2463
KMXK_0B08060,6327,6933,6986,7420,6874,6422
KMXK_0B08070,882,1104,1144,1202,1192,1086
KMXK_0B08080,2672,2956,3310,3072,2388,1968
KMXK_0B08090,2163,2550,2860,2924,2520,1903
KMXK_0B08100,1326,1453,1615,1854,1586,1423
KMXK_0B08110,3180,3429,3839,4657,4322,3618
KMXK_0B08120,1251,1117,1294,1555,1498,1377
KMXK_0B08130,51848,55470,52343,57106,53343,46698
KMXK_0B08140,1901,2200,2378,2747,2541,2290
KMXK_0B08150,2938,3264,3570,4089,3786,3365
KMXK_0B08160,1879,2092,2161,2302,1981,1716
KMXK_0B08170,5662,5594,5681,5565,5529,5207
KMXK_0B08180,2800,3339,3249,3795,3304,3140
KMXK_0B08190,414,459,591,662,678,495
KMXK_0B08200,1263,1334,1534,2019,1920,1575
KMXK_0B08210,1457,1344,1186,1047,875,757
KMXK_0B08220,470,633,668,770,663,602
KMXK_0B08230,4905,4984,5281,5758,5274,4695
KMXK_0B08240,1810,2132,1721,2000,1462,1438
KMXK_0B08250,2200,2400,2317,2397,2082,1646
KMXK_0B08260,4887,5540,5931,6623,5874,5066
KMXK_0B08270,2239,2634,2860,3288,3221,2671
KMXK_0B08280,7881,9051,9813,10183,9591,9105
KMXK_0B08290,1617,1572,1575,1580,1475,1257
KMXK_0B08300,1022,1158,1238,1435,1368,1163
KMXK_0B08310,633,631,810,923,1043,828
KMXK_0B08320,2242,2328,2358,2408,2284,1998
KMXK_0B08330,361,399,413,519,428,272
KMXK_0B08340,521,591,487,504,438,534
KMXK_0B08350,589,799,742,860,738,633
KMXK_0B08360,4374,5226,6608,7285,6843,5889
KMXK_0B08370,1188,1318,1332,1458,1396,1251
KMXK_0B08380,2722,3193,3691,3657,3482,2949
KMXK_0B08390,2206,2425,2528,2686,2487,2268
KMXK_0B08400,1852,2198,2583,3026,2899,2462
KMXK_0B08410,554,674,775,803,739,688
KMXK_0B08420,180,225,251,273,322,325
KMXK_0B08430,4281,4648,5208,4834,4507,3775
KMXK_0B08440,670,775,1014,927,961,739
KMXK_0B08450,1848,1984,2446,2312,2362,2031
KMXK_0B08460,86,118,92,111,125,82
KMXK_0C00110,752,817,1035,874,852,736
KMXK_0C00120,375,461,579,688,689,521
KMXK_0C00130,2373,2942,3350,3650,3302,2830
KMXK_0C00140,2143,2471,3056,3156,2935,2586
KMXK_0C00150,229,296,321,371,323,244
KMXK_0C00160,1091,1258,1413,1494,1421,1254
KMXK_0C00170,611,607,735,570,551,512
KMXK_0C00180,16345,18206,21047,21624,19513,17154
KMXK_0C00190,1238,1403,1487,1796,1777,1537
KMXK_0C00200,347,411,537,532,580,584
KMXK_0C00210,491,740,856,952,984,873
KMXK_0C00220,955,1351,1212,1441,1278,1296
KMXK_0C00230,13,18,27,23,16,25
KMXK_0C00240,0,2,0,0,3,2
KMXK_0C00250,31,50,89,84,68,42
KMXK_0C00260,742,954,1271,1845,1893,1763
KMXK_0C00270,12647,14711,16705,17505,15742,12736
KMXK_0C00280,2528,2650,2818,3265,2932,2884
KMXK_0C00290,1918,1984,2509,2660,2511,2307
KMXK_0C00300,5884,6945,8031,8853,8789,7555
KMXK_0C00310,3533,3604,3973,4081,3683,3611
KMXK_0C00320,10882,12064,12812,13156,12528,11019
KMXK_0C00330,4965,5527,6040,6913,6579,5964
KMXK_0C00340,2304,2516,2853,3223,3003,2750
KMXK_0C00350,16010,16473,18665,18523,18198,16986
KMXK_0C00360,1243,1577,1778,1921,1893,1554
KMXK_0C00370,6176,7672,9255,8984,8271,7428
KMXK_0C00380,1576,1706,1617,1512,1349,1207
KMXK_0C00390,1699,1978,2337,1915,1833,1565
KMXK_0C00400,894,1122,1240,1397,1278,1104
KMXK_0C00410,3247,2981,3180,3354,2976,2711
KMXK_0C00420,872,1192,1610,1491,1393,1186
KMXK_0C00430,3887,4101,4161,4985,4449,3932
KMXK_0C00440,4121,3483,3730,4104,3686,3702
KMXK_0C00450,4221,4255,4640,5094,4504,3994
KMXK_0C00460,7245,5257,6560,8000,7828,7461
KMXK_0C00470,1163,1700,1868,1822,1591,1470
KMXK_0C00480,999,1001,1018,980,840,766
KMXK_0C00490,2167,2883,2719,2744,2548,2387
KMXK_0C00500,2567,3160,3766,5251,4697,4274
KMXK_0C00510,6224,7645,8510,9676,8931,7906
KMXK_0C00520,2908,2973,3463,3669,3531,3149
KMXK_0C00530,1043,981,823,879,795,720
KMXK_0C00540,5915,5702,6299,6181,5553,4938
KMXK_0C00550,1465,1690,1797,2042,1877,1506
KMXK_0C00560,2129,2242,2486,2798,2480,2215
KMXK_0C00570,2389,2209,2384,3278,2837,2947
KMXK_0C00580,775,771,966,1076,888,881
KMXK_0C00590,1655,1265,1874,2629,2465,2590
KMXK_0C00600,224,235,275,378,281,236
KMXK_0C00610,528,494,536,757,642,554
KMXK_0C00620,4860,5238,5549,5748,5502,4958
KMXK_0C00630,4546,4362,5495,6145,6001,5571
KMXK_0C00640,1637,1276,1194,1292,811,833
KMXK_0C00650,49,37,38,78,33,41
KMXK_0C00660,6431,7033,8020,9719,8564,7998
KMXK_0C00670,1609,1865,2014,2301,2172,1831
KMXK_0C00680,2857,2475,2926,3488,3254,3042
KMXK_0C00690,2857,3453,3484,4106,3626,3405
KMXK_0C00700,515,674,783,809,675,588
KMXK_0C00710,10,7,13,5,6,7
KMXK_0C00720,15482,19151,20088,22621,20409,18514
KMXK_0C00730,1174,1069,1270,1741,1398,1283
KMXK_0C00740,6750,7290,7362,7515,6572,6294
KMXK_0C00750,2156,2503,2662,3121,3069,2480
KMXK_0C00760,5311,7892,9018,12848,13031,12258
KMXK_0C00770,8562,8392,9095,10950,10477,9232
KMXK_0C00780,4185,4335,4682,5718,5429,5068
KMXK_0C00790,1119,1478,1920,2501,2665,2296
KMXK_0C00800,3412,3458,4035,4476,4017,3722
KMXK_0C00810,16825,21991,26236,27735,25071,19808
KMXK_0C00820,1098,1226,1431,1692,1615,1230
KMXK_0C00830,1214,1189,1468,1532,1484,1295
KMXK_0C00840,1290,1530,1696,1982,1766,1621
KMXK_0C00850,1341,1670,1949,1884,1561,1401
KMXK_0C00860,4143,4724,5124,5071,4725,3931
KMXK_0C00870,944,1182,1179,1291,1132,1022
KMXK_0C00880,35,63,50,75,71,66
KMXK_0C00890,1323,1219,1181,1216,878,706
KMXK_0C00900,925,876,921,955,930,758
KMXK_0C00910,2066,2360,2631,2888,2649,2409
KMXK_0C00920,1880,2197,2447,2500,2129,1796
KMXK_0C00930,757,492,717,899,747,747
KMXK_0C00940,21259,19801,23655,27295,24979,22943
KMXK_0C00950,2408,2717,3108,3386,2987,2441
KMXK_0C00960,1353,1248,1688,1577,1482,1291
KMXK_0C00970,1569,1669,1756,2050,1933,1780
KMXK_0C00980,159,191,192,262,168,158
KMXK_0C00990,4016,4590,4798,4893,4217,3524
KMXK_0C01000,1059,905,790,840,644,626
KMXK_0C01010,2413,2380,2992,3376,3180,2906
KMXK_0C01020,2931,2936,2672,3120,2755,2859
KMXK_0C01030,1502,1654,1859,2350,2155,1970
KMXK_0C01040,922,840,823,1073,883,708
KMXK_0C01050,5513,4704,5788,7335,6602,6642
KMXK_0C01060,4434,3733,4826,6671,6278,6095
KMXK_0C01070,1000,705,1031,1258,1074,1165
KMXK_0C01080,28,49,51,42,29,29
KMXK_0C01090,796,741,857,1166,1179,1120
KMXK_0C01100,230,225,285,342,327,302
KMXK_0C01110,11888,11646,12323,14101,12688,12000
KMXK_0C01120,5190,4532,5562,6587,6372,5759
KMXK_0C01130,1706,2052,2268,2236,2220,1858
KMXK_0C01140,854,798,958,1097,907,887
KMXK_0C01150,937,1051,1158,1312,1149,1036
KMXK_0C01160,511,602,619,752,730,620
KMXK_0C01170,765,766,880,908,861,715
KMXK_0C01180,5163,5561,5856,6421,6081,6138
KMXK_0C01190,5735,6049,7396,7735,7366,6492
KMXK_0C01200,4680,5219,5967,6004,5456,4698
KMXK_0C01210,24012,28064,29792,34631,32383,27745
KMXK_0C01220,3542,3797,4028,4638,4192,3930
KMXK_0C01230,1246,1345,1465,1649,1364,1318
KMXK_0C01240,3603,4181,4625,5458,4663,3969
KMXK_0C01250,385,433,535,538,456,377
KMXK_0C01260,279,280,357,452,327,380
KMXK_0C01270,1562,1500,1639,1993,1802,1633
KMXK_0C01280,4953,6407,6671,6517,5575,4778
KMXK_0C01290,2658,2480,2746,3583,3314,3176
KMXK_0C01300,12310,13362,14127,15965,15749,14255
KMXK_0C01310,3042,3916,3915,3866,3407,3155
KMXK_0C01320,662,698,856,966,793,693
KMXK_0C01330,1726,1759,1829,2084,1951,1680
KMXK_0C01340,1105,1133,1305,1455,1316,1234
KMXK_0C01350,662,749,874,965,846,776
KMXK_0C01360,1396,1516,1705,1788,1689,1565
KMXK_0C01370,11193,12160,14666,14685,14406,13211
KMXK_0C01380,1068,1310,1305,1456,1370,1207
KMXK_0C01390,2785,2811,2827,3157,2732,2453
KMXK_0C01400,3645,3681,4046,4440,3939,3411
KMXK_0C01410,160,145,204,293,284,252
KMXK_0C01420,2367,2622,2791,3723,3311,3055
KMXK_0C01430,11217,11075,12207,14609,13670,12703
KMXK_0C01440,2100,2258,2468,3097,2767,2614
KMXK_0C01450,1896,1927,2255,2367,2178,1962
KMXK_0C01460,4475,6155,6019,6457,6145,5178
KMXK_0C01470,56,93,73,73,47,61
KMXK_0C01480,858,838,966,967,990,797
KMXK_0C01490,12490,13365,14147,15019,13813,12571
KMXK_0C01500,11364,11236,12345,14403,13454,11974
KMXK_0C01510,19108,18060,19809,26258,24416,23437
KMXK_0C01520,1361,1305,1382,1803,1590,1685
KMXK_0C01530,374,348,409,537,505,403
KMXK_0C01540,5781,6290,7037,7490,6853,6681
KMXK_0C01550,52,88,70,72,75,61
KMXK_0C01560,43100,46590,49396,53485,50574,43753
KMXK_0C01570,10938,10610,12850,16977,17015,17295
KMXK_0C01580,2104,2374,2855,3222,3106,2969
KMXK_0C01590,1226,1318,1651,2122,2098,1770
KMXK_0C01600,6082,6331,6837,7233,7010,5924
KMXK_0C01610,1466,1451,1472,1846,1676,1579
KMXK_0C01620,3965,5171,5590,6019,5522,4503
KMXK_0C01630,2545,2806,3015,3066,3183,2671
KMXK_0C01640,1061,1185,1459,1398,1223,1020
KMXK_0C01650,1489,1498,1616,1726,1624,1391
KMXK_0C01660,980,1071,1056,1183,1122,1060
KMXK_0C01670,936,1181,1340,1543,1469,1186
KMXK_0C01680,1187,1017,1035,1133,1037,830
KMXK_0C01690,1974,1758,2125,2216,2134,1666
KMXK_0C01700,268,247,216,221,292,216
KMXK_0C01710,9125,11046,11955,12367,11052,10285
KMXK_0C01720,1854,1799,1932,1779,1600,1397
KMXK_0C01730,1059,1244,1389,1695,1420,1312
KMXK_0C01740,3212,3770,3741,3916,3902,3164
KMXK_0C01750,2735,2832,3219,3309,2978,2526
KMXK_0C01760,1767,2014,1999,2156,2171,1767
KMXK_0C01770,761,911,994,1230,1180,995
KMXK_0C01780,749,698,664,792,622,602
KMXK_0C01790,982,780,671,597,503,388
KMXK_0C01800,6223,6156,7092,7957,7414,6856
KMXK_0C01810,820,980,1220,1147,1078,948
KMXK_0C01820,5838,6872,6858,8003,7570,7088
KMXK_0C01830,701,827,828,873,983,834
KMXK_0C01840,2986,3569,4121,4414,4045,3327
KMXK_0C01850,198,169,216,226,199,145
KMXK_0C01860,5087,5824,6318,6768,6143,5304
KMXK_0C01870,1641,1912,2198,2302,2166,1756
KMXK_0C01880,1968,2330,2365,2904,2595,2435
KMXK_0C01890,4329,5308,5708,6050,5852,4813
KMXK_0C01900,2217,2557,2665,2752,2403,1946
KMXK_0C01910,1887,1760,1919,2150,2091,1650
KMXK_0C01920,564,335,321,423,342,242
KMXK_0C01930,903,949,1008,1199,1331,1022
KMXK_0C01940,2320,2690,2913,2476,2049,1617
KMXK_0C01950,4114,4000,3383,3493,3126,3114
KMXK_0C01960,2812,3021,3008,3255,3068,2550
KMXK_0C01970,1505,1732,1867,1784,1691,1395
KMXK_0C01980,3355,3663,4040,4430,4078,3308
KMXK_0C01990,2071,2284,2268,2384,2310,1993
KMXK_0C02000,1554,1517,1855,2244,2028,1783
KMXK_0C02010,8296,10837,12154,14132,13139,11425
KMXK_0C02020,648,884,767,968,824,716
KMXK_0C02030,7155,6778,7582,8942,8685,7504
KMXK_0C02040,692,750,775,783,806,626
KMXK_0C02050,1976,1932,2355,2896,2730,2426
KMXK_0C02060,1406,1805,2187,3346,2872,2551
KMXK_0C02070,4219,4676,4580,5308,4810,4256
KMXK_0C02080,1162,1349,1437,1585,1501,1259
KMXK_0C02090,2620,3194,3586,4019,3742,3043
KMXK_0C02100,4704,5409,5422,5669,6094,4775
KMXK_0C02110,6540,8194,8311,8936,8435,7818
KMXK_0C02120,1551,1838,2054,1718,1756,1561
KMXK_0C02130,4859,5202,6242,7495,6529,5937
KMXK_0C02140,5346,5965,6263,6965,6729,6013
KMXK_0C02150,1168,1203,1248,1255,956,783
KMXK_0C02160,456,550,647,720,531,601
KMXK_0C02170,5235,4951,6113,6606,6001,5247
KMXK_0C02180,2640,2345,2787,2400,2048,1538
KMXK_0C02190,786,942,1035,1159,929,808
KMXK_0C02200,1383,1436,1516,1729,1449,1433
KMXK_0C02210,2469,2878,3133,3752,3512,3021
KMXK_0C02220,1438,1437,1383,1504,1192,970
KMXK_0C02230,1537,1677,1733,1998,1736,1495
KMXK_0C02240,1527,1844,2113,2328,2114,1831
KMXK_0C02250,2085,2626,2741,2847,2394,2074
KMXK_0C02260,5209,6838,7836,7621,5830,5932
KMXK_0C02270,2125,2544,2547,2857,2616,2238
KMXK_0C02280,694,816,813,887,769,640
KMXK_0C02290,2047,1751,1458,1366,1224,930
KMXK_0C02300,1374,1517,1719,1806,1551,1347
KMXK_0C02310,662,766,880,796,744,643
KMXK_0C02320,727,837,874,971,867,750
KMXK_0C02330,7684,9207,10155,11180,10442,8396
KMXK_0C02340,835,970,1112,1483,1301,1144
KMXK_0C02350,6163,6746,7237,7820,7842,6832
KMXK_0C02360,760,921,993,1222,1239,1138
KMXK_0C02370,2945,3150,3829,5281,5059,4786
KMXK_0C02380,4307,4198,4272,5539,5110,4226
KMXK_0C02390,5313,6903,7930,9084,8917,7456
KMXK_0C02400,1285,1606,1878,2367,1730,1613
KMXK_0C02410,550,665,694,788,670,520
KMXK_0C02420,3016,3338,3668,3756,3536,3016
KMXK_0C02430,3301,2868,3231,3852,3530,3708
KMXK_0C02440,2366,2378,2763,3222,3071,2701
KMXK_0C02450,1422,1473,1757,1806,1798,1576
KMXK_0C02460,1010,1035,1222,1374,1290,1120
KMXK_0C02470,4022,3866,4365,4638,4510,3746
KMXK_0C02480,4463,5201,6089,6005,5474,4676
KMXK_0C02490,984,1142,1158,1160,1173,1041
KMXK_0C02500,4644,5350,5157,7179,6839,6104
KMXK_0C02510,4048,5985,8713,15484,18093,17356
KMXK_0C02520,1736,1997,2141,2406,2318,1930
KMXK_0C02530,4702,4874,4865,5492,4621,4620
KMXK_0C02540,4163,4473,4891,5498,4957,5025
KMXK_0C02550,2815,2591,2844,4043,3425,3317
KMXK_0C02560,2663,2118,1979,2043,1659,1342
KMXK_0C02570,1258,1065,1148,1542,1379,1273
KMXK_0C02580,2165,2371,2267,2231,2343,1885
KMXK_0C02590,1614,1772,1764,1898,1883,1564
KMXK_0C02600,1536,1956,2349,2682,2616,2414
KMXK_0C02610,680,809,786,851,790,707
KMXK_0C02620,2354,2922,3355,3886,3436,3077
KMXK_0C02630,3056,3512,5711,9137,10344,9427
KMXK_0C02640,25366,30422,32194,36932,35010,29588
KMXK_0C02650,527,642,708,749,722,626
KMXK_0C02660,10736,11663,13875,15445,14197,11648
KMXK_0C02670,2093,1977,2252,2453,2079,1659
KMXK_0C02680,1100,1465,1643,2042,1742,1721
KMXK_0C02690,2967,3399,3755,4348,3987,3647
KMXK_0C02700,1381,1512,1501,1460,1314,1039
KMXK_0C02710,1302,1644,1456,2099,2072,2094
KMXK_0C02720,666,669,800,676,707,657
KMXK_0C02730,2926,3809,4400,5693,5535,5386
KMXK_0C02740,17268,16964,21491,22802,20833,18173
KMXK_0C02750,1392,1317,1471,1844,1684,1608
KMXK_0C02760,2473,2393,2409,2758,2602,2256
KMXK_0C02770,5295,5041,5475,6306,6259,5206
KMXK_0C02780,2031,2209,2085,2335,2028,1930
KMXK_0C02790,2508,2457,2659,3282,2695,2365
KMXK_0C02800,1656,1970,2192,2503,2285,1959
KMXK_0C02810,4213,4467,4178,4583,3932,2930
KMXK_0C02820,23722,28113,31083,34612,29984,24242
KMXK_0C02830,171,133,146,197,135,160
KMXK_0C02840,6337,6979,7179,8429,7891,7245
KMXK_0C02850,897,1076,1038,1224,1071,945
KMXK_0C02860,1619,1804,1831,1957,1735,1535
KMXK_0C02870,2161,2580,2795,2975,2603,2199
KMXK_0C02880,3454,4154,4380,4723,4279,3722
KMXK_0C02890,2676,3057,3300,3503,3188,2875
KMXK_0C02900,1845,1834,1972,2138,2089,1741
KMXK_0C02910,1981,1937,2207,2402,2239,1975
KMXK_0C02920,2549,2488,2691,3188,3340,2780
KMXK_0C02930,3738,4074,4507,4921,4718,4326
KMXK_0C02940,2223,2395,2686,3097,2817,2496
KMXK_0C02950,7175,6840,7241,8826,8375,7254
KMXK_0C02960,4356,4864,4856,5461,4883,4526
KMXK_0C02970,3914,4506,4829,5000,4427,3439
KMXK_0C02980,1393,1464,1672,2027,1769,1495
KMXK_0C02990,1893,2012,2113,2391,2050,1797
KMXK_0C03000,709,787,961,1124,1029,884
KMXK_0C03010,6496,7669,7834,8381,7576,6239
KMXK_0C03020,1664,1556,1421,1334,1128,927
KMXK_0C03030,4769,5603,6131,7094,6580,5758
KMXK_0C03040,3959,4074,4450,4809,4449,3698
KMXK_0C03050,1472,1815,2116,2208,1920,1696
KMXK_0C03060,20241,21493,23624,25416,22692,18599
KMXK_0C03070,583,728,808,695,657,576
KMXK_0C03080,838,974,1015,1140,1165,964
KMXK_0C03090,851,937,952,971,824,675
KMXK_0C03100,2093,2490,2707,5333,6085,6571
KMXK_0C03110,50,81,83,128,104,130
KMXK_0C03120,4116,4570,4608,4901,4349,3963
KMXK_0C03130,4773,4817,5124,5005,4920,4250
KMXK_0C03140,3029,3397,3981,4464,4249,3755
KMXK_0C03150,3012,2836,3156,3774,3516,3485
KMXK_0C03160,40,50,61,44,37,48
KMXK_0C03170,4192,4648,5404,5081,4928,4154
KMXK_0C03180,3142,3448,3718,3655,3478,2975
KMXK_0C03190,7166,9163,11408,15437,18853,17122
KMXK_0C03200,2684,2652,2929,3507,3206,2918
KMXK_0C03210,3809,3997,4444,5150,4788,4336
KMXK_0C03220,12232,12002,13857,15686,15304,13341
KMXK_0C03230,1047,1433,1670,1709,1553,1360
KMXK_0C03240,5585,5864,6502,8177,7595,6456
KMXK_0C03250,1875,1815,1884,1147,967,725
KMXK_0C03260,1801,2068,2394,2289,2178,1837
KMXK_0C03270,1581,1868,1864,2115,2007,1670
KMXK_0C03280,992,1256,1072,1240,1110,975
KMXK_0C03290,2449,2600,2787,2913,2504,2278
KMXK_0C03300,2141,2578,3110,3154,3081,2850
KMXK_0C03310,4159,4723,5635,6354,6235,5660
KMXK_0C03320,9386,10487,10857,11614,13542,12224
KMXK_0C03330,56,42,56,80,65,57
KMXK_0C03340,2974,2797,2944,3705,3631,3042
KMXK_0C03350,1945,2232,2612,3244,3028,2637
KMXK_0C03360,360,442,447,580,501,531
KMXK_0C03370,1240,1385,1341,1324,1119,952
KMXK_0C03380,1537,1803,2008,1782,1506,1131
KMXK_0C03390,2088,2031,2240,2030,1814,1480
KMXK_0C03400,569,624,608,674,516,465
KMXK_0C03410,390,409,471,561,592,497
KMXK_0C03420,2199,2247,2303,2117,1976,1594
KMXK_0C03430,3353,3434,3926,4320,4376,3439
KMXK_0C03440,1491,1609,1693,1746,1448,1254
KMXK_0C03450,2478,2343,2520,2591,2521,2026
KMXK_0C03460,460,582,625,806,726,667
KMXK_0C03470,810,879,1215,2899,3248,3700
KMXK_0C03480,808,949,1191,1236,1302,1194
KMXK_0C03490,744,764,789,1106,1102,879
KMXK_0C03500,318,377,363,418,308,293
KMXK_0C03510,1888,2165,2852,3376,3134,2583
KMXK_0C03520,1683,1874,2026,2367,2149,1939
KMXK_0C03530,5131,5226,6379,7073,6336,5036
KMXK_0C03540,7826,7589,8992,10948,10140,9492
KMXK_0C03550,677,813,1023,1140,1077,912
KMXK_0C03560,2526,3205,3185,3636,3381,3050
KMXK_0C03570,2034,2630,2819,2950,2872,2607
KMXK_0C03580,1219,1286,1392,1490,1521,1482
KMXK_0C03590,39387,45710,48448,43130,39453,34350
KMXK_0C03600,3439,4092,4337,4447,3673,3421
KMXK_0C03610,2826,3063,3375,3685,3378,3171
KMXK_0C03620,8492,9376,9095,9732,10018,8632
KMXK_0C03630,5741,6287,7287,9482,10511,10943
KMXK_0C03640,14232,15094,17448,23172,22567,21294
KMXK_0C03650,4622,4212,4597,5291,4858,4608
KMXK_0C03660,3707,4189,4406,4162,3630,3055
KMXK_0C03670,2114,2264,2615,2678,2492,2372
KMXK_0C03680,170,201,245,232,231,200
KMXK_0C03690,2368,2714,3291,3505,3437,2976
KMXK_0C03700,5418,6722,6965,8010,6589,5860
KMXK_0C03710,1201,1419,1646,1624,1309,1036
KMXK_0C03720,1822,2142,2218,2348,2280,1867
KMXK_0C03730,3407,4370,4867,5300,4763,4183
KMXK_0C03740,1845,2095,2207,2349,2427,2048
KMXK_0C03750,2669,2746,2722,3145,2969,2538
KMXK_0C03760,1304,1287,1376,1779,1495,1426
KMXK_0C03770,6033,6794,8270,8657,7978,7384
KMXK_0C03780,29,32,48,53,44,57
KMXK_0C03790,6479,5915,6017,7175,5973,5050
KMXK_0C03800,1741,1516,1671,1844,1592,1170
KMXK_0C03810,4342,5229,5953,6131,5584,4720
KMXK_0C03820,5393,6131,6326,6805,6842,6025
KMXK_0C03830,6878,8016,8425,8156,7181,5729
KMXK_0C03840,4754,4238,4850,4964,4615,3661
KMXK_0C03850,2450,2357,2683,2825,2508,2140
KMXK_0C03860,814,1058,1134,1169,1027,831
KMXK_0C03870,951,1160,1239,1396,1242,1081
KMXK_0C03880,2523,2800,3090,3668,3462,2720
KMXK_0C03890,583,581,589,559,396,323
KMXK_0C03900,1954,1700,1542,1335,1048,774
KMXK_0C03910,4207,4949,4856,5550,4949,4032
KMXK_0C03920,1631,1833,2160,2618,2605,2493
KMXK_0C03930,8997,9868,12485,16995,16040,15612
KMXK_0C03940,3610,4040,4543,4873,4420,3890
KMXK_0C03950,2313,2869,3237,5326,6132,7039
KMXK_0C03960,26,20,20,36,15,17
KMXK_0C03970,1180,1106,1093,1195,1090,872
KMXK_0C03980,752,837,893,931,883,669
KMXK_0C03990,1023,1143,1293,1514,1435,1167
KMXK_0C04000,5602,6104,6705,7872,7092,6509
KMXK_0C04010,8509,10632,11154,12151,10405,8908
KMXK_0C04020,502,588,632,593,460,382
KMXK_0C04030,2121,2607,2591,2823,2726,2412
KMXK_0C04040,1186,1181,1415,1340,1295,926
KMXK_0C04050,1071,1138,1233,1384,1304,1086
KMXK_0C04060,450,604,542,553,524,490
KMXK_0C04070,540,620,570,780,704,745
KMXK_0C04080,13881,15764,17342,19443,18986,16495
KMXK_0C04090,1493,1791,2197,2483,2285,2063
KMXK_0C04100,1990,2110,2270,2849,2701,2463
KMXK_0C04110,1286,1352,1405,1544,1516,1214
KMXK_0C04120,1456,1671,1612,2076,2064,1692
KMXK_0C04130,1489,1721,1824,1938,1779,1593
KMXK_0C04140,2350,2851,3194,3476,3275,2841
KMXK_0C04150,2455,2693,2873,3077,2934,2651
KMXK_0C04160,608,498,395,476,384,339
KMXK_0C04170,1987,2311,2595,3160,2668,2669
KMXK_0C04180,2526,3106,3484,4076,3548,2934
KMXK_0C04190,4871,5434,5304,5862,5241,4595
KMXK_0C04200,14877,17365,18869,20401,20189,18440
KMXK_0C04210,3809,4547,5260,5461,5020,4340
KMXK_0C04220,1461,1354,1709,1922,1874,1643
KMXK_0C04230,3297,3650,4123,4414,4182,3603
KMXK_0C04240,3118,3495,3677,4040,3943,3219
KMXK_0C04250,763,1022,1042,1334,1306,1166
KMXK_0C04260,5691,6417,6407,7167,6539,5466
KMXK_0C04270,4142,4450,4956,6202,6059,5436
KMXK_0C04280,11086,12511,12759,13516,12954,11036
KMXK_0C04290,961,835,686,799,570,377
KMXK_0C04300,535,597,867,839,689,614
KMXK_0C04310,1068,1200,1358,1461,1224,1039
KMXK_0C04320,1669,1799,1942,2230,1902,1576
KMXK_0C04330,1164,1354,1453,1581,1347,1270
KMXK_0C04340,382,551,578,662,561,448
KMXK_0C04350,1258,1551,1588,1754,1596,1210
KMXK_0C04360,2021,2573,3177,3690,3318,2938
KMXK_0C04370,1183,1381,1588,1812,1652,1419
KMXK_0C04380,6731,7394,7342,7685,7379,6702
KMXK_0C04390,1585,1638,1889,1981,1784,1716
KMXK_0C04400,1213,1530,1665,1757,1561,1275
KMXK_0C04410,1641,1842,2079,1938,1894,1561
KMXK_0C04420,1537,1537,1670,1681,1601,1508
KMXK_0C04430,29871,28286,30231,36368,36337,30884
KMXK_0C04440,972,963,1024,1013,900,720
